time,temp,tmin,tmax,rhum,prcp,snwd,wspd,wpgt,pres,tsun,cldc
2022-08-26,28.0,25.1,32.0,80,1.5,,9.6,,1003.5,,1
2022-08-27,28.0,25.5,31.8,79,0.5,,13.0,,1002.3,,1
2022-08-28,27.9,25.6,31.8,80,0.6,,10.2,,1003.1,,3
2022-08-29,26.5,23.4,30.7,85,7.5,,5.6,,1007.5,,4
2022-08-30,30.6,26.6,35.4,79,0.0,,7.1,,1007.7,,0
2022-08-31,28.5,24.7,32.6,76,0.0,,7.4,,1004.8,,1
2022-09-01,28.9,25.4,32.9,70,0.2,,8.4,,1004.6,,3
2022-09-02,28.5,25.0,32.8,70,0.1,,8.3,,1005.9,,3
2022-09-03,28.9,25.9,32.7,66,0.0,,9.9,,1003.3,,1
2022-09-04,28.9,25.7,33.1,64,0.0,,5.7,,1002.2,,1
2022-09-05,28.5,24.4,33.0,66,0.0,,5.8,,1004.1,,0
2022-09-06,28.0,23.7,32.5,67,0.2,,6.9,,1005.4,,0
2022-09-07,28.3,23.5,33.4,66,0.0,,6.0,,1007.0,,0
2022-09-08,28.7,24.2,33.3,65,0.0,,5.2,,1008.3,,0
2022-09-09,29.3,25.9,33.4,66,0.0,,7.7,,1008.0,,0
2022-09-10,28.9,25.2,32.4,68,0.4,,7.7,,1007.2,,1
2022-09-11,28.6,24.3,32.6,68,1.4,,7.0,,1005.3,,1
2022-09-12,28.9,24.4,33.3,62,0.0,,6.1,,1003.5,,0
2022-09-13,29.3,25.5,34.3,66,0.5,,9.9,,1003.7,,2
2022-09-14,27.7,25.3,33.7,71,0.0,,7.2,,1004.9,,3
2022-09-15,27.7,23.9,33.0,79,14.0,,9.9,,1003.2,,6
2022-09-16,27.6,24.0,33.0,79,0.5,,11.9,,999.8,,4
2022-09-17,28.9,25.1,34.1,77,0.0,,5.1,,1001.9,,2
2022-09-18,26.8,22.5,32.5,73,0.0,,8.3,,1005.1,,0
2022-09-19,27.1,22.4,32.2,69,0.0,,4.9,,1005.5,,1
2022-09-20,27.3,24.5,31.1,76,0.6,,5.5,,1005.6,,3
2022-09-21,27.2,24.8,34.1,80,0.0,,4.4,,1005.4,,5
2022-09-22,26.2,24.0,34.1,80,45.0,,8.7,,1005.2,,7
2022-09-23,26.7,24.8,29.2,84,1.0,,5.2,,1005.0,,7
2022-09-24,23.9,23.1,29.2,88,13.0,,5.5,,1003.9,,8
2022-09-25,23.9,22.4,25.9,90,120.9,,16.6,,1004.6,,6
2022-09-26,26.1,21.2,30.9,81,21.1,,7.6,,1008.5,,0
2022-09-27,26.7,23.1,32.1,80,0.0,,7.3,,1006.8,,1
2022-09-28,25.1,20.7,34.0,78,0.0,,6.9,,1005.8,,0
2022-09-29,25.5,21.4,29.9,78,0.4,,6.1,,1005.9,,0
2022-09-30,25.8,21.3,30.3,77,0.0,,8.0,,1006.4,,0
2022-10-01,25.7,21.4,30.4,75,0.0,,7.0,,1005.6,,0
2022-10-02,25.9,20.8,30.7,71,0.0,,8.8,,1005.9,,0
2022-10-03,26.5,22.3,31.2,63,0.0,,12.3,,1006.3,,0
2022-10-04,26.3,21.5,36.0,70,0.0,,5.1,,1008.4,,0
2022-10-05,25.5,22.0,30.4,76,0.0,,7.0,,1008.4,,0
2022-10-06,25.0,20.8,29.3,73,0.0,,6.6,,1008.4,,0
2022-10-07,23.8,21.1,27.2,80,2.5,,5.6,,1010.8,,6
2022-10-08,22.9,21.4,24.9,85,1.7,,3.5,,1011.4,,8
2022-10-09,23.5,20.3,28.6,79,0.0,,4.2,,1010.3,,2
2022-10-10,22.9,20.1,26.9,84,9.5,,3.9,,1011.5,,4
2022-10-11,21.7,18.6,28.1,90,16.0,,4.9,,1010.8,,5
2022-10-12,23.8,18.5,31.1,76,0.3,,6.1,,1011.5,,0
2022-10-13,24.4,17.1,31.7,69,0.0,,6.6,,1011.8,,0
2022-10-14,23.2,17.1,32.0,64,0.0,,8.5,,1011.2,,0
2022-10-15,22.7,17.2,28.1,69,0.0,,8.4,,1010.7,,0
2022-10-16,22.5,17.5,28.1,72,0.0,,5.7,,1013.2,,0
2022-10-17,23.5,19.2,28.7,68,0.0,,7.8,,1013.2,,0
2022-10-18,22.3,17.9,32.0,65,0.0,,6.4,,1011.8,,0
2022-10-19,21.7,16.2,28.6,57,0.0,,6.1,,1012.0,,0
2022-10-20,21.7,16.7,28.5,54,0.6,,9.2,,1013.7,,1
2022-10-21,21.8,16.4,27.8,53,0.0,,6.0,,1015.5,,0
2022-10-22,21.1,15.4,28.1,55,0.0,,5.9,,1016.6,,0
2022-10-23,21.2,15.3,28.2,60,0.0,,5.0,,1015.5,,0
2022-10-24,21.5,15.4,28.5,58,0.0,,5.9,,1011.1,,0
2022-10-25,22.0,16.7,27.9,54,0.0,,12.4,,1008.5,,0
2022-10-26,21.8,16.2,28.7,57,0.0,,6.6,,1012.4,,0
2022-10-27,22.0,16.6,28.8,54,0.0,,8.0,,1012.7,,0
2022-10-28,21.5,16.6,28.0,57,0.0,,6.4,,1012.9,,0
2022-10-29,21.6,16.0,29.0,62,0.0,,5.9,,1013.8,,0
2022-10-30,22.1,16.8,28.3,58,0.0,,9.3,,1014.0,,0
2022-10-31,21.4,15.7,28.7,61,0.0,,5.8,,1014.0,,0
2022-11-01,21.5,16.3,28.2,60,0.0,,4.5,,1014.5,,0
2022-11-02,22.5,17.3,28.9,51,0.0,,11.1,,1012.8,,1
2022-11-03,22.1,17.9,28.5,50,0.0,,9.2,,1011.4,,2
2022-11-04,21.0,17.0,26.8,58,0.0,,4.9,,1013.4,,3
2022-11-05,21.7,16.6,27.4,66,0.0,,8.8,,1015.8,,2
2022-11-06,21.7,16.5,27.8,62,0.0,,6.1,,1016.0,,4
2022-11-07,21.4,17.2,28.0,54,0.0,,6.6,,1015.0,,3
2022-11-08,21.4,16.0,28.2,49,0.0,,8.0,,1015.2,,4
2022-11-09,20.3,16.7,25.6,62,3.4,,7.2,,1015.9,,4
2022-11-10,19.4,14.5,25.6,61,0.0,,5.8,,1017.1,,1
2022-11-11,18.4,13.8,24.1,58,0.0,,10.8,,1016.6,,0
2022-11-12,18.1,14.3,24.1,50,0.0,,12.9,,1015.8,,0
2022-11-13,18.5,13.9,24.3,44,0.0,,10.5,,1014.3,,5
2022-11-14,19.0,15.1,27.1,50,0.0,,8.9,,1016.1,,7
2022-11-15,20.3,14.2,28.6,57,0.0,,7.9,,1015.7,,1
2022-11-16,18.0,14.0,24.0,64,0.0,,8.7,,1014.6,,0
2022-11-17,17.2,13.9,22.2,65,0.0,,13.4,,1013.8,,0
2022-11-18,16.9,11.7,22.6,65,0.0,,4.9,,1015.5,,2
2022-11-19,16.8,12.1,23.3,66,0.0,,5.0,,1016.5,,4
2022-11-20,17.3,12.5,24.4,62,0.0,,8.5,,1014.3,,1
2022-11-21,17.2,12.3,24.0,59,0.0,,10.3,,1013.2,,0
2022-11-22,17.0,12.6,23.5,60,0.0,,11.0,,1013.0,,0
2022-11-23,17.4,11.0,25.0,61,0.0,,11.2,,1013.2,,0
2022-11-24,16.1,10.6,23.4,60,0.0,,6.9,,1013.4,,1
2022-11-25,16.6,11.2,23.7,60,0.0,,6.5,,1016.5,,1
2022-11-26,17.3,12.8,24.4,56,0.0,,8.9,,1012.5,,1
2022-11-27,16.8,11.0,26.0,62,0.0,,5.8,,1011.0,,3
2022-11-28,16.5,11.8,23.6,60,0.0,,4.5,,1012.9,,0
2022-11-29,16.4,12.0,23.1,64,0.0,,5.6,,1014.8,,2
2022-11-30,16.4,11.7,23.4,69,0.0,,5.3,,1015.8,,0
2022-12-01,16.1,11.1,23.3,67,0.0,,6.0,,1014.6,,3
2022-12-02,17.0,12.9,22.7,64,0.0,,3.9,,1014.0,,8
2022-12-03,16.8,11.8,23.1,64,0.0,,5.8,,1014.9,,2
2022-12-04,15.5,10.9,23.1,66,0.0,,5.8,,1015.0,,0
2022-12-05,15.0,10.1,22.0,66,0.0,,5.7,,1016.9,,0
2022-12-06,16.0,11.5,22.6,56,0.0,,14.2,,1015.3,,0
2022-12-07,16.4,13.1,22.2,49,0.0,,16.2,,1013.9,,0
2022-12-08,15.5,10.6,22.1,53,0.0,,8.4,,1015.0,,0
2022-12-09,16.2,12.2,23.1,48,0.0,,7.3,,1014.1,,0
2022-12-10,17.2,12.1,24.8,51,0.0,,7.4,,1014.6,,2
2022-12-11,17.2,11.5,25.4,46,0.0,,8.9,,1014.8,,0
2022-12-12,17.0,12.1,24.4,42,0.0,,11.7,,1013.8,,0
2022-12-13,17.3,12.5,24.0,43,0.0,,16.6,,1014.9,,0
2022-12-14,15.5,12.1,20.8,52,0.0,,15.4,,1014.8,,0
2022-12-15,14.4,9.4,20.9,60,0.0,,10.2,,1013.9,,0
2022-12-16,14.9,11.2,22.0,62,0.0,,8.9,,1012.9,,0
2022-12-17,14.7,10.5,21.0,60,0.0,,9.2,,1014.7,,0
2022-12-18,14.3,9.2,24.0,66,0.0,,4.6,,1016.0,,0
2022-12-19,14.2,9.3,22.0,68,0.0,,5.8,,1014.4,,2
2022-12-20,12.8,8.2,19.6,69,0.0,,6.8,,1013.4,,4
2022-12-21,12.6,7.4,19.8,68,0.0,,6.5,,1015.0,,0
2022-12-22,11.5,6.7,18.7,63,0.0,,6.8,,1014.8,,0
2022-12-23,10.3,6.3,19.0,67,0.0,,4.3,,1014.8,,1
2022-12-24,10.8,6.6,17.9,67,0.0,,8.5,,1015.9,,0
2022-12-25,11.8,7.2,17.5,70,0.0,,5.9,,1016.1,,6
2022-12-26,12.3,8.0,18.6,72,0.0,,6.1,,1018.0,,2
2022-12-27,12.5,8.7,18.3,64,0.0,,14.7,,1017.0,,3
2022-12-28,13.2,7.0,19.5,58,0.0,,17.0,,1016.3,,3
2022-12-29,12.9,10.2,16.4,54,0.4,,7.2,,1017.7,,6
2022-12-30,13.4,8.6,19.6,72,0.0,,5.4,,1019.4,,1
2022-12-31,11.5,7.1,20.4,69,0.0,,10.8,,1018.6,,1
2023-01-01,11.4,7.0,16.6,68,0.0,,4.1,,1019.8,,6
2023-01-02,10.6,6.2,16.7,78,0.0,,4.5,,1021.3,,0
2023-01-03,10.4,6.2,16.4,78,0.0,,6.3,,1022.0,,0
2023-01-04,10.1,5.8,16.3,75,0.0,,6.3,,1021.9,,1
2023-01-05,9.2,5.3,15.0,69,0.0,,5.8,,1022.8,,1
2023-01-06,8.9,5.6,14.9,75,0.0,,4.8,,1023.7,,5
2023-01-07,10.5,5.9,16.5,71,0.0,,5.9,,1021.1,,4
2023-01-08,11.0,6.0,17.8,80,0.0,,6.0,,1018.4,,4
2023-01-09,11.9,8.5,16.5,85,0.0,,4.8,,1019.9,,7
2023-01-10,11.9,8.1,17.4,82,0.0,,10.0,,1018.3,,3
2023-01-11,11.4,8.7,15.8,79,1.9,,8.1,,1014.4,,7
2023-01-12,13.2,8.2,18.6,70,2.0,,11.0,,1013.1,,3
2023-01-13,14.7,9.2,22.1,70,4.1,,16.9,,1013.7,,3
2023-01-14,11.3,8.6,20.6,85,2.0,,12.2,,1016.5,,2
2023-01-15,10.4,6.5,17.4,80,0.0,,14.2,,1014.8,,0
2023-01-16,10.1,5.2,17.0,75,0.0,,9.7,,1016.2,,1
2023-01-17,9.6,5.4,15.5,69,0.0,,13.5,,1016.6,,0
2023-01-18,10.3,4.4,17.0,73,0.0,,9.6,,1018.8,,6
2023-01-19,13.2,8.4,18.1,70,0.2,,9.4,,1018.9,,5
2023-01-20,12.0,8.8,21.3,78,0.0,,9.3,,1018.2,,6
2023-01-21,13.4,5.8,22.5,63,0.0,,7.6,,1017.3,,1
2023-01-22,12.7,7.4,20.0,65,0.0,,7.7,,1016.6,,0
2023-01-23,14.6,7.0,23.0,57,0.0,,7.0,,1016.2,,3
2023-01-24,14.7,9.4,25.6,72,0.8,,14.8,,1015.0,,5
2023-01-25,15.8,13.2,19.1,80,14.0,,14.0,,1016.3,,5
2023-01-26,12.8,10.1,19.1,85,5.1,,12.9,,1018.2,,1
2023-01-27,13.3,6.9,21.1,80,0.0,,16.4,,1017.5,,1
2023-01-28,12.5,6.8,18.6,71,0.0,,10.5,,1014.4,,1
2023-01-29,13.6,8.7,17.8,68,0.3,,13.2,,1014.2,,8
2023-01-30,14.3,11.2,16.1,72,7.5,,15.6,,1018.3,,6
2023-01-31,14.1,10.5,19.1,74,0.0,,16.5,,1018.5,,0
2023-02-01,14.1,9.6,20.1,71,0.0,,19.1,,1016.7,,1
2023-02-02,14.8,10.3,20.8,63,0.0,,19.1,,1015.2,,3
2023-02-03,15.0,10.8,21.0,64,0.0,,15.3,,1015.3,,0
2023-02-04,16.0,12.0,21.5,69,0.0,,17.8,,1013.0,,0
2023-02-05,16.3,11.6,22.3,65,0.0,,15.2,,1011.8,,0
2023-02-06,15.8,10.6,22.8,62,0.0,,9.8,,1012.1,,2
2023-02-07,16.5,10.2,26.4,56,0.0,,15.1,,1011.2,,0
2023-02-08,15.8,11.4,21.6,58,0.0,,16.9,,1013.0,,4
2023-02-09,17.0,11.5,22.5,47,0.0,,11.0,,1011.6,,5
2023-02-10,19.6,15.6,24.5,45,1.6,,19.4,,1011.4,,2
2023-02-11,17.5,12.0,26.5,58,0.0,,11.5,,1013.8,,1
2023-02-12,14.5,10.1,19.3,39,0.0,,18.5,,1017.5,,0
2023-02-13,13.7,9.1,19.5,43,0.0,,24.9,,1014.8,,0
2023-02-14,16.0,11.6,22.1,51,0.0,,17.8,,1014.8,,2
2023-02-15,19.3,14.5,25.4,50,0.0,,21.3,,1011.9,,1
2023-02-16,18.2,13.5,24.3,64,0.0,,8.6,,1014.8,,5
2023-02-17,19.1,13.9,25.9,65,0.0,,8.5,,1016.3,,6
2023-02-18,18.9,13.5,25.1,66,0.0,,8.1,,1015.0,,4
2023-02-19,19.6,14.5,25.6,65,0.0,,7.1,,1014.2,,7
2023-02-20,21.9,14.7,28.6,50,0.0,,12.1,,1011.2,,8
2023-02-21,21.7,17.2,28.2,44,0.0,,12.2,,1011.2,,2
2023-02-22,19.2,12.2,26.3,50,0.0,,11.8,,1012.5,,2
2023-02-23,19.8,15.3,26.3,43,0.0,,16.4,,1012.2,,0
2023-02-24,20.0,14.8,26.9,41,0.0,,15.5,,1013.9,,0
2023-02-25,19.9,13.4,27.0,46,0.0,,12.0,,1016.0,,0
2023-02-26,19.4,12.9,26.3,53,0.0,,11.0,,1018.4,,1
2023-02-27,20.1,13.2,27.6,43,0.0,,12.8,,1017.4,,2
2023-02-28,18.1,13.2,24.8,48,0.7,,16.0,,1018.3,,8
2023-03-01,21.8,15.3,29.8,46,0.5,,13.6,,1019.6,,5
2023-03-02,22.2,15.0,29.8,49,0.0,,12.6,,1018.7,,2
2023-03-03,21.1,16.1,27.5,47,0.0,,14.2,,1019.2,,3
2023-03-04,21.6,16.6,27.8,48,0.0,,14.2,,1019.1,,5
2023-03-05,21.0,16.2,27.6,48,0.0,,15.5,,1018.0,,0
2023-03-06,20.7,15.5,27.0,47,0.0,,14.2,,1015.5,,0
2023-03-07,20.1,13.5,27.4,48,0.0,,10.5,,1015.3,,0
2023-03-08,19.8,14.3,27.6,52,0.0,,8.2,,1016.4,,1
2023-03-09,20.3,14.7,26.8,55,0.0,,8.3,,1016.9,,0
2023-03-10,21.1,13.5,28.0,55,0.0,,10.4,,1015.6,,0
2023-03-11,21.7,14.9,28.2,53,0.0,,8.3,,1015.2,,0
2023-03-12,22.1,16.0,28.6,54,0.0,,9.3,,1015.0,,2
2023-03-13,21.9,17.0,28.4,59,0.1,,8.4,,1013.9,,7
2023-03-14,21.9,16.0,28.6,52,0.0,,10.5,,1010.7,,1
2023-03-15,22.0,15.2,29.3,47,0.0,,8.8,,1009.7,,3
2023-03-16,22.0,16.4,29.4,46,0.0,,9.5,,1010.7,,6
2023-03-17,22.1,18.9,31.9,50,0.0,,9.0,,1012.2,,5
2023-03-18,18.0,15.9,30.5,65,4.1,,12.9,,1011.8,,6
2023-03-19,21.6,13.8,27.5,68,9.9,,7.2,,1009.8,,6
2023-03-20,18.3,15.4,27.5,79,0.0,,10.5,,1008.9,,8
2023-03-21,20.3,14.4,26.9,82,22.1,,8.2,,1010.3,,7
2023-03-22,20.5,14.2,26.6,70,0.0,,8.7,,1010.7,,6
2023-03-23,19.4,14.1,25.6,60,0.0,,14.7,,1008.9,,2
2023-03-24,19.4,14.4,24.6,68,5.7,,11.5,,1009.6,,7
2023-03-25,20.7,16.3,27.0,73,13.0,,16.7,,1012.6,,4
2023-03-26,20.8,15.0,27.4,60,2.0,,10.0,,1011.8,,1
2023-03-27,20.9,14.3,27.5,63,0.0,,9.9,,1010.4,,1
2023-03-28,19.4,13.5,25.8,62,0.0,,9.6,,1010.3,,5
2023-03-29,20.9,13.7,27.5,58,0.0,,7.8,,1011.1,,5
2023-03-30,23.0,17.9,33.0,54,0.3,,12.5,,1009.5,,6
2023-03-31,17.6,16.2,32.4,82,10.9,,11.9,,1009.3,,7
2023-04-01,19.7,14.7,26.3,77,9.9,,10.8,,1010.4,,6
2023-04-02,21.1,13.6,27.4,72,6.1,,8.3,,1009.1,,2
2023-04-03,20.1,16.7,27.4,56,0.8,,11.7,,1007.4,,5
2023-04-04,21.7,16.3,29.0,58,1.0,,13.7,,1009.7,,3
2023-04-05,22.7,12.7,30.2,46,0.0,,15.4,,1010.2,,2
2023-04-06,22.1,14.7,28.5,42,0.0,,15.4,,1012.0,,2
2023-04-07,22.7,17.2,29.4,41,0.0,,16.4,,1013.5,,0
2023-04-08,23.0,16.2,30.5,44,0.0,,12.4,,1014.1,,0
2023-04-09,23.7,16.2,31.4,42,0.0,,10.3,,1014.3,,0
2023-04-10,24.4,16.5,31.9,35,0.0,,12.0,,1012.3,,0
2023-04-11,26.6,19.8,33.5,28,0.0,,17.5,,1011.5,,6
2023-04-12,27.6,19.3,35.0,30,0.0,,15.4,,1011.0,,2
2023-04-13,28.1,21.0,37.0,30,0.0,,14.2,,1009.5,,0
2023-04-14,28.5,21.1,36.1,30,0.0,,12.7,,1008.3,,0
2023-04-15,29.2,20.7,37.0,27,0.0,,12.2,,1008.1,,1
2023-04-16,30.0,20.8,37.3,24,0.0,,11.8,,1007.4,,5
2023-04-17,30.2,21.2,37.9,23,0.0,,13.3,,1006.7,,1
2023-04-18,30.5,23.3,37.3,25,0.0,,14.1,,1008.4,,4
2023-04-19,24.9,19.6,39.4,40,2.0,,16.3,,1007.0,,8
2023-04-20,24.9,20.0,34.6,46,9.9,,14.7,,1004.4,,6
2023-04-21,26.3,18.6,33.4,37,0.0,,12.9,,1005.1,,2
2023-04-22,25.4,17.6,33.4,31,0.0,,12.9,,1005.8,,2
2023-04-23,24.7,18.0,32.1,28,0.0,,11.8,,1006.8,,5
2023-04-24,25.2,17.8,31.5,33,0.0,,9.8,,1010.3,,6
2023-04-25,25.7,20.8,31.2,36,0.0,,13.3,,1012.3,,1
2023-04-26,26.2,18.7,33.2,37,0.0,,11.2,,1009.0,,6
2023-04-27,26.3,21.9,32.4,36,0.7,,10.3,,1008.8,,8
2023-04-28,26.1,18.5,33.5,38,0.0,,10.2,,1009.2,,4
2023-04-29,25.5,19.8,33.6,45,2.3,,10.9,,1007.9,,8
2023-04-30,24.7,20.4,31.1,52,1.9,,11.9,,1007.6,,6
2023-05-01,22.2,18.5,30.9,76,0.0,,11.3,,1008.5,,8
2023-05-02,21.4,19.0,25.7,78,10.9,,14.2,,1010.1,,7
2023-05-03,22.1,17.8,28.4,69,5.1,,9.6,,1011.1,,5
2023-05-04,25.6,17.3,31.5,63,8.9,,6.4,,1010.3,,3
2023-05-05,26.6,21.3,33.1,56,0.0,,10.6,,1008.2,,3
2023-05-06,25.4,19.5,34.0,48,0.2,,11.1,,1006.4,,3
2023-05-07,27.1,17.7,35.0,41,7.1,,12.1,,1005.1,,0
2023-05-08,28.5,21.3,35.0,36,0.0,,16.2,,1005.3,,1
2023-05-09,27.2,20.0,35.0,32,0.0,,13.6,,1007.6,,0
2023-05-10,26.1,19.3,32.6,29,0.0,,15.3,,1006.0,,0
2023-05-11,27.0,18.3,34.7,33,0.0,,9.6,,1006.8,,2
2023-05-12,28.1,19.8,36.2,32,0.0,,10.4,,1006.2,,1
2023-05-13,29.8,21.2,37.4,30,0.0,,11.3,,1005.2,,1
2023-05-14,31.7,24.6,39.7,25,0.5,,16.6,,1002.5,,1
2023-05-15,31.2,22.6,39.7,26,0.0,,11.8,,1002.2,,0
2023-05-16,31.3,24.3,38.3,23,0.0,,14.5,,1003.0,,2
2023-05-17,32.1,26.3,38.0,23,0.0,,14.6,,1004.9,,3
2023-05-18,27.4,20.0,40.0,36,7.1,,10.9,,1008.1,,2
2023-05-19,30.1,22.4,36.8,33,0.0,,17.1,,1006.0,,0
2023-05-20,30.7,23.0,37.6,30,0.0,,14.6,,1003.6,,0
2023-05-21,32.5,23.4,42.0,27,0.0,,13.1,,1004.3,,0
2023-05-22,33.0,24.8,40.5,23,0.0,,11.9,,1004.6,,4
2023-05-23,32.5,28.4,39.5,34,0.4,,14.5,,1005.4,,4
2023-05-24,27.2,23.2,41.0,50,2.0,,13.5,,1004.9,,8
2023-05-25,24.9,18.6,34.2,66,18.0,,10.2,,1005.2,,5
2023-05-26,27.5,22.6,32.4,53,8.9,,8.7,,1006.1,,3
2023-05-27,26.9,22.0,32.4,54,0.0,,8.9,,1005.8,,3
2023-05-28,27.3,20.0,34.2,45,0.0,,8.4,,1006.6,,4
2023-05-29,27.6,22.4,36.0,52,2.1,,9.4,,1008.6,,6
2023-05-30,26.2,21.4,31.0,62,5.2,,9.6,,1009.0,,5
2023-05-31,22.8,20.6,32.8,76,13.0,,18.5,,1007.6,,8
2023-06-01,24.4,20.0,30.5,71,17.0,,9.4,,1006.7,,4
2023-06-02,26.6,21.2,32.5,61,2.0,,8.7,,1005.7,,3
2023-06-03,28.4,20.8,34.2,56,0.0,,6.8,,1006.0,,1
2023-06-04,27.9,21.0,34.1,51,0.0,,9.3,,1005.4,,4
2023-06-05,27.9,23.3,33.8,54,0.7,,8.1,,1004.2,,1
2023-06-06,28.9,23.0,37.0,47,2.0,,8.2,,1004.2,,1
2023-06-07,29.2,22.5,35.8,45,2.0,,11.6,,1004.0,,1
2023-06-08,29.8,22.6,35.0,44,0.0,,11.6,,1003.0,,0
2023-06-09,31.0,23.3,38.1,41,0.0,,11.1,,1000.2,,1
2023-06-10,32.2,25.0,39.0,37,0.0,,11.2,,998.2,,2
2023-06-11,31.3,26.2,37.5,46,0.0,,12.3,,998.5,,0
2023-06-12,32.3,26.3,37.9,44,0.0,,14.8,,998.6,,0
2023-06-13,33.0,28.9,38.6,42,0.3,,17.2,,998.0,,1
2023-06-14,32.3,27.9,37.3,44,0.2,,15.2,,998.6,,2
2023-06-15,29.4,25.4,34.7,55,0.6,,17.0,,1000.2,,2
2023-06-16,30.7,25.1,36.1,51,0.0,,14.1,,1000.3,,1
2023-06-17,32.8,26.3,39.0,47,0.0,,7.5,,1000.6,,2
2023-06-18,29.6,26.5,32.5,64,1.0,,7.7,,1001.0,,6
2023-06-19,32.1,26.7,40.2,55,0.0,,8.0,,1000.1,,1
2023-06-20,33.2,27.2,40.2,53,2.0,,9.4,,999.0,,1
2023-06-21,33.4,28.8,38.4,65,0.0,,9.8,,1000.4,,4
2023-06-22,31.9,29.1,37.8,68,0.3,,11.3,,1000.7,,3
2023-06-23,30.6,26.8,36.1,76,42.9,,11.6,,1000.9,,7
2023-06-24,30.9,28.0,34.8,78,0.0,,12.1,,1000.4,,8
2023-06-25,28.0,26.3,34.8,81,0.0,,15.4,,1001.3,,7
2023-06-26,27.7,25.3,30.8,80,2.7,,8.8,,1002.7,,4
2023-06-27,27.8,24.5,31.7,79,0.8,,9.0,,1001.6,,4
2023-06-28,28.6,25.1,32.2,72,4.7,,8.2,,1002.8,,2
2023-06-29,28.6,25.4,32.3,74,2.3,,6.1,,1001.8,,1
2023-06-30,28.3,23.5,33.4,75,0.3,,10.7,,1000.1,,2
2023-07-01,30.1,24.2,35.4,76,24.9,,9.8,,1000.9,,2
2023-07-02,31.6,26.0,36.0,73,7.1,,11.5,,1001.1,,1
2023-07-03,32.2,26.6,36.0,72,0.0,,9.5,,1000.6,,1
2023-07-04,28.4,25.4,36.0,75,6.1,,14.4,,999.8,,3
2023-07-05,27.2,26.4,34.4,74,5.1,,14.8,,1000.1,,3
2023-07-06,28.7,26.1,33.0,75,20.1,,8.5,,1002.1,,2
2023-07-07,30.1,26.2,34.0,77,0.0,,10.4,,1002.6,,4
2023-07-08,25.7,25.6,34.0,82,23.1,,11.3,,1003.1,,8
2023-07-09,25.4,23.6,26.5,90,302.0,,18.7,,1001.9,,8
2023-07-10,24.6,23.6,26.0,91,96.0,,8.1,,1002.3,,8
2023-07-11,28.6,24.2,32.0,88,111.0,,7.5,,1001.9,,6
2023-07-12,29.2,26.4,32.9,81,0.0,,7.9,,1001.5,,2
2023-07-13,29.6,25.0,33.7,81,3.0,,12.7,,1001.6,,3
2023-07-14,30.6,27.4,34.0,79,0.0,,9.4,,1002.2,,2
2023-07-15,27.9,25.1,31.4,83,4.8,,10.9,,1001.7,,5
2023-07-16,30.8,27.2,35.1,82,0.3,,12.0,,1001.8,,6
2023-07-17,31.7,28.3,34.8,84,0.0,,10.2,,1001.1,,6
2023-07-18,28.1,26.2,30.4,80,1.3,,15.2,,1001.0,,7
2023-07-19,29.4,26.4,31.9,72,0.0,,11.5,,1000.9,,6
2023-07-20,32.6,28.6,36.9,70,0.8,,5.3,,1000.5,,4
2023-07-21,33.0,28.4,38.0,73,0.0,,7.7,,1002.4,,6
2023-07-22,26.7,23.5,38.0,82,53.1,,13.1,,1006.1,,8
2023-07-23,31.5,26.4,35.6,68,5.1,,8.5,,1005.1,,6
2023-07-24,30.6,27.0,35.6,74,0.0,,8.2,,1002.6,,4
2023-07-25,28.4,24.5,32.1,80,2.4,,9.8,,1002.9,,7
2023-07-26,28.5,24.5,35.5,88,27.9,,11.2,,1004.4,,8
2023-07-27,30.1,27.2,31.3,82,0.0,,6.7,,1003.1,,8
2023-07-28,28.3,26.4,34.1,87,2.0,,6.0,,1001.0,,6
2023-07-29,29.8,25.9,34.0,85,5.1,,6.7,,1000.2,,4
2023-07-30,30.3,27.1,34.7,85,0.0,,5.8,,999.7,,3
2023-07-31,28.4,25.0,32.4,79,0.8,,8.5,,998.8,,1
2023-08-01,29.5,25.5,35.0,77,0.1,,11.0,,998.0,,0
2023-08-02,29.4,25.9,34.0,78,0.5,,9.3,,998.7,,3
2023-08-03,31.4,27.2,36.0,82,1.0,,8.3,,998.8,,5
2023-08-04,28.7,25.3,35.8,86,0.0,,8.0,,1001.5,,5
2023-08-05,30.7,27.3,35.1,83,75.9,,9.4,,1002.3,,5
2023-08-06,29.3,25.2,35.1,84,0.0,,10.5,,999.6,,5
2023-08-07,28.9,23.6,34.6,83,24.9,,11.5,,996.9,,4
2023-08-08,29.8,24.6,33.9,75,37.1,,13.5,,998.0,,5
2023-08-09,30.4,26.8,34.4,79,5.1,,11.5,,1002.0,,5
2023-08-10,29.6,27.0,34.4,86,1.0,,6.9,,1003.7,,7
2023-08-11,29.1,25.7,33.4,86,0.0,,9.2,,1003.8,,6
2023-08-12,30.8,27.8,34.1,80,0.5,,11.1,,1001.3,,6
2023-08-13,30.4,28.4,34.1,78,0.0,,10.8,,999.0,,6
2023-08-14,28.8,27.3,34.0,86,0.5,,14.2,,1003.8,,7
2023-08-15,29.4,27.0,34.5,84,0.0,,7.4,,1004.4,,5
2023-08-16,28.4,24.8,32.3,78,0.0,,10.4,,1003.1,,1
2023-08-17,28.6,25.7,31.8,78,0.9,,12.9,,1002.7,,2
2023-08-18,28.6,25.0,32.7,80,0.6,,7.7,,1003.0,,3
